FR,RU_GOLD,RU_MT,FR_TERMS,RU_TERMS_GOLD,COMET_MT,TER_MT,RU_PE,COMET_PE,TER_PE
"Constatant que le transfert au Programme des Nations Unies pour le développement de la responsabilité de coordonner l'action menée à la suite de la catastrophe de Tchernobyl, précédemment échue au Bureau de la coordination des affaires humanitaires du Secrétariat, a été achevé en 2006,","отмечая завершение в 2006 году передачи функций Координатора деятельности, касающейся Чернобыля, которые выполняло Управление по координации гуманитарных вопросов Секретариата, Программе развития Организации Объединенных Наций,","Считая, что передача ответственности за координацию действий, предпринимаемых в результате катастрофы на Чернобыльской АЭС, ранее возложенной на Управление по координации гуманитарных вопросов Секретариата, на Программу развития Организации Объединенных Наций в 2006 году,",['Secrétariat'],['Секретариат'],0.286307156085968,91.66666666666666,В 2006 году ответственность за координацию действий после Чернобыльской катастрофы передали из Управления по гуманитарным вопросам ООН в Секретариате в Программу развития ООН.,0.48191338777542114,87.5
"Soulignant qu'il importe que le Programme des Nations Unies pour le développement renforce la coordination et que le système des Nations Unies améliore la mobilisation des ressources destinées à soutenir les activités de relèvement dans les territoires touchés par la catastrophe de Tchernobyl, notamment les projets de développement entrepris à l'échelon local, la promotion de l'investissement et la création d'emplois et de petites entreprises, la mobilisation des bonnes volontés et la fourniture, sur demande, de conseils pratiques ainsi que la diffusion la plus large possible des conclusions du Forum sur Tchernobyl par les soins du Réseau international de recherche et d'information sur Tchernobyl,","подчеркивая необходимость дальнейшей координации со стороны Программы развития Организации Объединенных Наций и улучшения мобилизации ресурсов системой Организации Объединенных Наций в целях поддержки деятельности, направленной на реабилитацию районов, пострадавших от чернобыльской катастрофы, в частности осуществления местных проектов развития, привлечения инвестиций, создания новых рабочих мест и развития малого бизнеса, информационно-пропагандистской деятельности и оказания, при наличии просьб, соответствующих консультативных услуг, касающихся политики, а также поддержки максимально широкого распространения выводов Чернобыльского форума посредством Международной научно-исследовательской и информационной сети по Чернобылю,","Подчеркивая, что важно, чтобы Программа развития Организации Объединенных Наций укрепляла координацию и что система Организации Объединенных Наций улучшала мобилизацию ресурсов для поддержки мероприятий по восстановлению в зонах, пострадавших от чернобыльской катастрофы, в частности, проектов развития на местном уровне, поощрения инвестиций и создания рабочих мест и малых предприятий, мобилизации добровольцев и предоставления по запросу практических рекомендаций, а также максимально возможного распространения итогов Форума по Чернобылю, организованного Международной сетью по исследованию и информированию по Чернобылю,",[],[],0.7469818592071533,73.68421052631578,"Организация Объединенных Наций должна больше работать над тем, чтобы координировать усилия и привлекать ресурсы для восстановления тех мест, где случилась чернобыльская катастрофа — местных проектов, инвестиций, рабочих мест, добровольцев и рекомендаций, а также широко распространять выводы форума по Чернобылю от международной сети по исследованию и информированию по этой теме.",0.297903448343277,88.1578947368421
"Prenant acte du rapport du Secrétaire général sur l'application de la résolution 60/14A/62/467. ainsi que des parties des rapports des institutions spécialisées et organismes des Nations Unies se rapportant à la question,","принимая к сведению доклад Генерального секретаря об осуществлении резолюции 60/14A/62/467., а также соответствующие разделы докладов учреждений и организаций системы Организации Объединенных Наций,","принимая к сведению доклад Генерального секретаря о выполнении резолюции 60/14A/62/467, а также отдельные разделы докладов специализированных учреждений и учреждений Организации Объединенных Наций, касающихся данного вопроса,","['RÉSOLUTION', 'Secrétaire général']","['РЕЗОЛЮЦИЯ', 'Генеральный секретарь']",0.8644230961799622,45.45454545454545,"Прием к сведению доклада генсека о выполнении резолюции 60/14A/62/467, а также отдельные разделы докладов специализированных учреждений и ООН по этому вопросу.",0.31971871852874756,63.63636363636363
"1. Prend note avec satisfaction de la part qu'ont prise les États et les organismes des Nations Unies au développement de la coopération aux fins de l'atténuation et de la réduction au minimum des conséquences de la catastrophe de Tchernobyl ainsi que des activités des organisations régionales, d'autres organisations et des organisations non gouvernementales et activités bilatérales ;","1. приветствует вклад, вносимый государствами и организациями системы Организации Объединенных Наций в развитие сотрудничества в деле смягчения и минимизации последствий чернобыльской катастрофы, деятельность региональных и других организаций и деятельность неправительственных организаций, а также двустороннюю деятельность;","1. с удовлетворением отмечает участие государств и органов системы Организации Объединенных Наций в развитии сотрудничества в целях смягчения и минимизации последствий чернобыльской катастрофы, а также деятельность региональных организаций, других организаций и неправительственных организаций, а также двусторонних мероприятий;",[],[],0.8147215247154236,40.0,"С радостью отмечаю, что страны и органы ООН активно сотрудничают в борьбе с последствиями чернобыльской катастрофы, а также работают регионы, другие организации и НКО, включая двусторонние проекты.",0.021389933302998543,82.85714285714286
"2. Note avec satisfaction la poursuite de l'action engagée par les organismes des Nations Unies et les autres organisations internationales membres de l'Équipe spéciale interinstitutions pour Tchernobyl afin de continuer à appliquer une optique axée sur le développement dans les activités menées pour étudier et atténuer et réduire au minimum les conséquences de la catastrophe de Tchernobyl, grâce, en particulier, à l'élaboration de projets ciblés, et souligne qu'il faut que l'Équipe spéciale poursuive ses activités à cette fin, y compris en renforçant la coordination dans le domaine de la mobilisation des ressources ;","2. с признательностью отмечает усилия, предпринимаемые учреждениями системы Организации Объединенных Наций и другими международными организациями - членами Межучрежденческой целевой группы по Чернобылю для дальнейшей реализации подхода к изучению, смягчению и минимизации последствий чернобыльской катастрофы в контексте развития, в частности путем разработки конкретных проектов, и подчеркивает необходимость того, чтобы Межучрежденческая целевая группа продолжала свою деятельность в этом направлении, в том числе путем координации усилий по мобилизации ресурсов;","2. с удовлетворением отмечает продолжение действий, предпринятых учреждениями системы Организации Объединенных Наций и другими международными организациями - членами Межведомственной специальной группы по Чернобылю в целях продолжения осуществления деятельности, ориентированной на развитие, в рамках проводимых мероприятий по изучению и смягчению и минимизации последствий катастрофы на Чернобыльской АЭС, в частности, путем разработки целевых проектов, и подчеркивает необходимость продолжения деятельности Межведомственной специальной группы в этих целях, в том числе путем усиления координации в области мобилизации ресурсов;",[],[],0.8384509682655334,59.09090909090909,"С радостью отмечаю, что учреждения ООН и другие международные организации продолжают работать над развитием, помогая разобраться с последствиями Чернобыльской катастрофы, разрабатывая проекты и мобилизуя ресурсы — нужно продолжать поддерживать эту работу, особенно улучшать координацию.",0.17320969700813293,93.93939393939394
"3. Reconnaît les difficultés auxquelles se heurtent les pays les plus touchés par la catastrophe de Tchernobyl pour en réduire les conséquences au minimum, et invite les États, notamment les États donateurs et tous les organismes, fonds et programmes compétents des Nations Unies, en particulier les institutions de Bretton Woods, ainsi que les organisations non gouvernementales, à continuer de soutenir les efforts que ne cessent de déployer le Bélarus, la Fédération de Russie et l'Ukraine pour y parvenir, notamment en allouant des fonds suffisants pour financer les programmes médicaux, sociaux, économiques et environnementaux liés à la catastrophe ;","3. признает трудности, с которыми сталкиваются наиболее пострадавшие страны в деле минимизации последствий чернобыльской катастрофы, и предлагает государствам, особенно государствам-донорам, и всем соответствующим учреждениям, фондам и программам системы Организации Объединенных Наций, включая бреттон-вудские учреждения, а также неправительственным организациям продолжать поддерживать усилия, предпринимаемые Беларусью, Российской Федерацией и Украиной в целях смягчения последствий чернобыльской катастрофы, в том числе путем выделения адекватных средств на поддержку медицинских, социальных, экономических и экологических программ, связанных с этой катастрофой;","3. признает трудности, с которыми сталкиваются наиболее пострадавшие от чернобыльской катастрофы страны, чтобы свести к минимуму последствия катастрофы, и призывает государства, в частности донорские государства, а также все соответствующие учреждения, фонды и программы Организации Объединенных Наций, в частности Бреттон-Вудские учреждения, а также неправительственные организации, продолжать поддерживать усилия, которые не прекращаются, которые прилагают Беларусь, Российская Федерация и Украина для их достижения, в частности, выделяя достаточно средств для финансирования медицинских, социальных, экономических и экологических программ, связанных с катастрофой;",[],[],0.8508350253105164,65.27777777777779,"Понимаете, что страны, которые пострадали больше всего от чернобыльской катастрофы, сталкиваются с большими проблемами, и поэтому хотят, чтобы государства, особенно те, которые помогают, а также ООН и её учреждения вроде Бреттон-Вудских, продолжали поддерживать усилия Беларуси, России и Украины. Главное — не останавливаться на достигнутом и выделять достаточно денег на медицинские, социальные, экономические и экологические программы по ликвидации последствий катастрофы.",0.534159779548645,90.27777777777779
"4. Réaffirme que l'Organisation des Nations Unies doit continuer à jouer un important rôle de catalyseur et de coordonnateur dans le renforcement de la coopération internationale pour l'étude, l'atténuation et la réduction au minimum des conséquences de la catastrophe de Tchernobyl ;","4. вновь подтверждает, что Организация Объединенных Наций должна продолжать играть важную стимулирующую и координирующую роль в укреплении международного сотрудничества в деле изучения, смягчения и минимизации последствий чернобыльской катастрофы;","4. подтверждает, что Организация Объединенных Наций должна продолжать играть важную роль катализатора и координатора в укреплении международного сотрудничества в целях изучения, смягчения и минимизации последствий катастрофы на Чернобыльской АЭС;",['Organisation des Nations Unies'],['Организация Объединенных Наций'],0.9620023965835572,28.57142857142857,"ООН должна продолжать быть катализатором и координатором в работе над тем, чтобы люди мирно обсуждали, как лучше справляться с последствиями Чернобыльской катастрофы.",0.42924070358276367,89.28571428571429
"5. Prie le Secrétaire général et le Coordonnateur des Nations Unies pour la coopération internationale pour Tchernobyl, agissant en sa qualité d'administrateur du Programme des Nations Unies pour le développement et de Président du Groupe des Nations Unies pour le développement, de continuer à prendre les mesures concrètes voulues pour renforcer la coordination des efforts internationaux dans ce domaine ;","5. просит Генерального секретаря и Координатора Организации Объединенных Наций по международному сотрудничеству в связи с чернобыльской катастрофой - в его качестве Администратора Программы развития Организации Объединенных Наций, а также в качестве Председателя Группы Организации Объединенных Наций по вопросам развития - продолжать принимать соответствующие практические меры по укреплению координации международных усилий в этой области;","5. просит Генерального секретаря и Координатора Организации Объединенных Наций по вопросам международного сотрудничества по Чернобылю, действующего в качестве администратора Программы развития Организации Объединенных Наций и Председателя Группы Организации Объединенных Наций по развитию, продолжать предпринимать необходимые конкретные меры для укрепления координации международных усилий в этой области;","['Secrétaire général', 'Charte des Nations Unies']","['Генеральный секретарь', 'Устав Организации Объединенных Наций']",0.9059714674949646,41.50943396226416,"Просит Генсекера и Координатора ООН по Чернобылю, работающего в роли администратора Программы развития ООН и председателя группы ООН по развитию, продолжать делать всё необходимое, чтобы лучше координировать усилия стран в этой области.",0.2178116738796234,73.58490566037736
"6. Se félicite des efforts déployés par le Gouvernement ukrainien et les donateurs internationaux pour mener à bien la réalisation du massif de protection et les projets de sécurité nucléaire connexes à Tchernobyl, conformément aux normes internationales, afin que le site se stabilise et ne présente plus de risque pour l'environnement, comprend que les récentes signatures de marchés au titre du plan de réalisation du massif de protection représentent d'importants jalons, ce dont elle se félicite, et engage toutes les parties à faire preuve au plus haut niveau d'une ferme volonté et de persévérance afin que cette entreprise vitale puisse être menée à bien ;","6. приветствует усилия правительства Украины и международного сообщества доноров, направленные на завершение строительных работ на объекте «Укрытие» в Чернобыле и связанных с ним проектов, касающихся радиационной безопасности, в соответствии с международными стандартами в целях преобразования этого объекта в устойчивую и экологически безопасную систему, признает и приветствует в качестве важных достижений недавнее подписание контрактов по Плану создания укрытия и настоятельно призывает все стороны обеспечить сохранение давней твердой приверженности на высоком уровне в целях успешного завершения этой жизненно важной работы;","6. выражает признательность правительству Украины и международным донорам за усилия, предпринятые для того, чтобы завершить строительство защитного сооружения и связанных с ним проектов ядерной безопасности в Чернобыле в соответствии с международными стандартами, чтобы объект стабилизировался и больше не представлял угрозы для окружающей среды, понимает, что недавние подписания контрактов в рамках плана строительства защитного сооружения представляют собой важные вехи, о которых она рада, и призывает все стороны проявить на высшем уровне твердую волю и настойчивость, чтобы эта жизненно важная работа была завершена;",[],[],0.6025200486183167,85.8974358974359,"Радуюсь, что правительство Украины и международные доноры смогли завершить строительство защитного сооружения в Чернобыле и завершить все связанные проекты по ядерной безопасности, чтобы объект стал безопасным и больше не угрожал окружающей среде. Недавно подписанные контракты — важные шаги, о которых я рада, и надеюсь, что все стороны проявят твердую волю и настойчивость, чтобы завершить эту жизненно важную работу.",0.33260950446128845,85.8974358974359
"7. Se félicite également que la championne de tennis Maria Sharapova ait récemment été nommée ambassadrice itinérante du Programme des Nations Unies pour le développement chargée de sensibiliser l'opinion aux efforts de relèvement entrepris à la suite de la catastrophe de Tchernobyl, et salue l'ardeur avec laquelle elle s'est engagée derrière certains projets de relèvement visant à aider des populations locales au Bélarus, en Fédération de Russie et en Ukraine ;","7. приветствует также недавнее назначение послом доброй воли Программы развития Организации Объединенных Наций известной теннисистки Марии Шараповой, которая будет пропагандировать деятельность, направленную на реабилитацию районов, пострадавших в результате чернобыльской катастрофы, и высоко оценивает ее личную приверженность делу поддержки ряда проектов реабилитации, направленных на оказание помощи местному населению в Беларуси, Российской Федерации и Украине;","7. также приветствует то, что чемпионка по теннису Мария Шарапова недавно была назначена послом программы развития Организации Объединенных Наций, которая занимается повышением осведомленности общественности о восстановительных усилиях, предпринятых после чернобыльской катастрофы, и приветствует готовность Марии Шараповой принимать участие в некоторых проектах по восстановлению, направленных на оказание помощи местным жителям в Белоруссии, Российской Федерации и Украине;",[],[],0.7500461339950562,69.81132075471697,"Ну и здорово, что Мария Шарапова стала послом ООН по развитию, ведь она теперь будет помогать людям восстанавливать жизнь после чернобыльской катастрофы и участвовать в проектах помощи жителям Белоруссии, России и Украины!",-0.010550687089562416,90.56603773584906
"8. Prend note avec satisfaction de la réalisation du Programme de coopération pour le relèvement au Bélarus et du Programme de relèvement et de développement pour la région de Tchernobyl en Ukraine, qui visent à promouvoir l'amélioration des conditions de vie et le développement durable dans les territoires touchés ;","8. с удовлетворением отмечает осуществление программы «Сотрудничество для реабилитации» в Беларуси и Чернобыльской программы реабилитации и развития в Украине, которые направлены на улучшение условий жизни и обеспечение устойчивого развития на пострадавших территориях;","8. с удовлетворением отмечает выполнение Программы сотрудничества по восстановлению в Белоруссии и Программы восстановления и развития в Чернобыльской зоне в Украине, направленных на содействие улучшению условий жизни и устойчивому развитию в пострадавших территориях;",[],[],0.8541553616523743,53.125,"С радостью отмечаю, что в Белоруссии реализовали программу восстановления, а в Чернобыльской зоне Украины — программу восстановления и развития, помогающие улучшить жизнь и обеспечить устойчивое развитие в пострадавших регионах.",0.6295498609542847,87.5
"9. Prend note avec satisfaction également de l'assistance fournie au Bélarus, à la Fédération de Russie et à l'Ukraine par l'Agence internationale de l'énergie atomique en vue de la réhabilitation de l'environnement agricole et urbain, de la prise de mesures économiquement rationnelles d'assainissement de l'agriculture et du suivi des populations exposées dans les zones touchées par la catastrophe ;","9. с удовлетворением отмечает также помощь, которую Международное агентство по атомной энергии оказывает Беларуси, Российской Федерации и Украине в деле улучшения состояния сельской и городской окружающей среды, принятия экономически целесообразных мер в области сельского хозяйства и наблюдения за здоровьем людей в районах, пострадавших от чернобыльской катастрофы;","9. также с удовлетворением принимает к сведению помощь, оказываемую Международным агентством по атомной энергии Белоруссии, Российской Федерации и Украине в деле восстановления сельскохозяйственной и городской среды, принятия экономически обоснованных мер по оздоровлению сельского хозяйства и контроля за населением, подвергшимся воздействию радиации в зонах катастрофы;",[],[],0.8046770095825195,52.17391304347826,"Ну что, тоже радуюсь помощи Международного агентства по атомной энергии Белоруссии, России и Украины в восстановлении сельского хозяйства и городов, а также в том, чтобы принимать меры по оздоровлению сельского хозяйства и контролировать население в зонах катастрофы.",0.29651570320129395,78.26086956521739
"10. Prend note avec satisfaction en outre des progrès réalisés par les gouvernements des pays touchés en ce qui concerne l'application de stratégies nationales visant à atténuer les conséquences de la catastrophe de Tchernobyl, demande aux organismes des Nations Unies et aux donateurs multilatéraux et bilatéraux de continuer à conformer leur assistance aux objectifs prioritaires des stratégies nationales des États touchés, et souligne qu'il importe de conjuguer les efforts, dans un esprit de coopération, aux fins de la réalisation de ces objectifs ;","10. с удовлетворением принимает к сведению прогресс, достигнутый правительствами пострадавших стран в осуществлении национальных стратегий смягчения последствий чернобыльской катастрофы, призывает учреждения Организации Объединенных Наций и многосторонних и двусторонних доноров продолжать согласовывать свою помощь с приоритетами национальных стратегий пострадавших государств и подчеркивает важность совместной работы в целях их осуществления в рамках общих усилий, предпринимаемых в духе сотрудничества;","10. Также с удовлетворением отмечает прогресс, достигнутый правительствами затронутых стран в деле осуществления национальных стратегий по смягчению последствий чернобыльской катастрофы, просит органы системы Организации Объединенных Наций и многосторонних и двусторонних доноров продолжать оказывать помощь в соответствии с приоритетными целями национальных стратегий затронутых государств и подчеркивает, что для достижения этих целей необходимо объединить усилия в духе сотрудничества;",[],[],0.7766438722610474,53.57142857142857,"Ну что, рады, что правительства пострадавших стран продвинулись в реализации своих национальных стратегий по снижению последствий чернобыльской катастрофы, и теперь хотим попросить ООН и всех доноров продолжать помогать в рамках этих целей, а главное — объединиться и работать вместе, чтобы достичь успеха.",0.15893152356147766,82.14285714285714
"11. Constate qu'il y a lieu de prendre de nouvelles mesures pour qu'il soit tenu compte des conclusions du Forum sur Tchernobyl relatives aux conséquences environnementales, sanitaires et socioéconomiques de l'accident nucléaire de Tchernobyl dans les travaux du Réseau international de recherche et d'information sur Tchernobyl grâce à la diffusion de ces conclusions, y compris la publication d'une information exacte sur les effets des rayonnements formulée en termes non techniques faciles à comprendre et sous forme de messages concrets sur la façon de mener une vie saine et productive à l'intention des populations touchées par l'accident afin qu'elles soient à même de réaliser au mieux le relèvement économique et social et le développement durable sous tous ses aspects ;","11. отмечает необходимость дальнейших мер по обеспечению учета оценок экологических, медицинских и социально-экономических последствий чернобыльской ядерной аварии, сделанных Чернобыльским форумом, в деятельности Международной научно-исследовательской и информационной сети по Чернобылю путем распространения информации с выводами Форума, в том числе точной информации о воздействии радиации, изложенной простым, понятным языком в виде практических рекомендаций о здоровом и плодотворном образе жизни, среди населения, пострадавшего от этой аварии, с тем чтобы дать ему возможность добиться максимальных успехов в деле социально-экономической реабилитации и устойчивого развития во всех его аспектах;","11. отмечает необходимость принятия новых мер для того, чтобы в работе Международной сети по исследованию и информированию о Чернобыле учитывались выводы Форума по Чернобылю о природоохранных, санитарных и социально-экономических последствиях чернобыльской катастрофы, путем распространения этих выводов, включая публикацию точной информации о последствиях радиации, изложенной в несложных нетехнических терминах и в виде конкретных сообщений о том, как вести здоровый и плодотворный образ жизни для пострадавших от катастрофы людей, чтобы они могли в полной мере осуществить восстановление экономического и социального развития и устойчивое развитие во всех его аспектах;",[],[],0.8220844864845276,78.3132530120482,"Нужно распространить выводы Форума по Чернобылю о последствиях катастрофы — экологические, санитарные, социальные — через Международную сеть по исследованию и информированию о Чернобыле. Надо публиковать информацию о радиации простым языком, давать конкретные советы, как вести здоровый образ жизни пострадавшим, чтобы они могли восстановить экономику и общество, а также обеспечить устойчивое развитие во всех сферах.",0.482455313205719,91.56626506024097
"12. Proclame la troisième décennie après la catastrophe de Tchernobyl (2006-2016) Décennie du relèvement et du développement durable des régions touchées, qui concentrera l'attention sur la réalisation de l'objectif consistant à permettre aux populations touchées de reprendre, autant que faire se peut, une vie normale ;","12. провозглашает третье десятилетие после Чернобыля, 2006-2016 годы, Десятилетием реабилитации и устойчивого развития пострадавших регионов, осуществление которого должно быть направлено на обеспечение возвращения пострадавшего населения к нормальной жизни, насколько это возможно в эти же сроки;","12. провозгласить Третье десятилетие после чернобыльской катастрофы (2006-2016) Десятилетие восстановления и устойчивого развития пострадавших территорий, в котором основное внимание будет уделяться достижению цели, состоящей в том, чтобы позволить пострадавшим народам, насколько это возможно, вернуться к нормальной жизни;",[],[],0.7439695596694946,77.14285714285715,"Ну вот, двадцать лет после Чернобыля — пора подумать о том, чтобы помочь пострадавшим народам вернуться к нормальной жизни, сосредоточившись на восстановлении и устойчивом развитии территорий, которые пострадали от этой трагедии.",0.25247690081596375,88.57142857142857
"13. Se félicite à ce propos de la proposition faite par le Programme des Nations Unies pour le développement visant à coordonner l'élaboration, pour la mise en œuvre de la Décennie, d'un plan d'action des Nations Unies à l'horizon 2016 pour le relèvement des régions touchées par la catastrophe de Tchernobyl en permettant d'offrir un appui aux stratégies nationales des pays touchés, l'objectif étant d'optimiser l'utilisation de ressources limitées, d'éviter les chevauchements d'activité et de faire fond sur les mandats et compétences reconnus des différents organismes, et demande au Programme des Nations Unies pour le développement de présenter un projet de plan, pour examen, à l'Équipe spéciale interinstitutions pour Tchernobyl, le 26 avril 2008 au plus tard, vingt-deuxième anniversaire de la catastrophe de Tchernobyl ;","13. приветствует в этой связи предложение Программы развития Организации Объединенных Наций координировать разработку плана действий Организации Объединенных Наций по реабилитации в зоне Чернобыля на период до 2016 года для проведения Десятилетия в поддержку национальных стратегий пострадавших стран в целях максимально эффективного использования ограниченных ресурсов, предотвращения дублирования усилий и использования признанных мандатов и навыков учреждений и просит Программу развития Организации Объединенных Наций представить проект этого плана действий на рассмотрение Межучрежденческой целевой группе по Чернобылю к 26 апреля 2008 года - двадцать второй годовщине чернобыльской катастрофы;","13. В связи с этим приветствует предложение Программы развития ООН координировать разработку на период реализации Десятилетия плана действий ООН на период до 2016 года по восстановлению пострадавших от чернобыльской катастрофы регионов, предоставляя поддержку национальным стратегиям стран-участниц, с тем чтобы оптимизировать использование ограниченных ресурсов, избежать дублирования действий и опираться на признанные мандаты и полномочия различных учреждений, и просит Программу развития ООН представить проект плана на рассмотрение Межведомственной специальной команде по Чернобылю не позднее 26 апреля 2008 года, двадцать второго годовщины чернобыльской катастрофы;","[""Plan d'action""]",['План действий'],0.7406154274940491,64.28571428571429,"Ну что, давайте обсудим идею ООН по координации восстановления после Чернобыля — это здорово, чтобы ресурсы использовали эффективно, не дублировали усилия и опирались на существующие структуры. Надо бы Программе развития ООН подготовила план к 26 апреля, ведь скоро будет 22 лет со дня катастрофы — время действовать!",-0.636818528175354,94.04761904761905
