FR,RU_GOLD,RU_MT,FR_TERMS,RU_TERMS_GOLD,COMET_MT,TER_MT
"k) Améliorer et faciliter l'accès à des technologies appropriées, respectueuses de l'environnement et novatrices, au savoir-faire correspondant en matière de gestion durable des forêts et aux techniques efficaces de valorisation des produits forestiers, ainsi que le transfert de ces technologies, savoir-faire et techniques, en particulier dans les pays en développement, pour le bien des collectivités locales et autochtones ;","k) расширять и облегчать доступ к надлежащим экологически чистым и инновационным технологиям и соответствующим ноу-хау, имеющим отношение к неистощительному ведению лесного хозяйства и к эффективной глубокой переработке лесной продукции, особенно для развивающихся стран, в интересах местных общин и общин коренных народов и передачу таких технологий и ноу-хау;","k) совершенствование и облегчение доступа к соответствующим, экологически безопасным и инновационным технологиям, к соответствующим знаниям в области устойчивого управления лесами и к эффективным методам использования продуктов лесного хозяйства, а также к передаче этих технологий, знаний и методов, в частности, в развивающиеся страны, в интересах местных и коренных общин;",['gestion durable des forêts'],['неистощительное ведение лесного хозяйства'],0.7362539768218994,78.72340425531915
"l) Renforcer les mécanismes qui améliorent la mise en commun entre les pays et l'utilisation des meilleures pratiques de gestion durable des forêts, notamment par le biais des technologies de l'information et de la communication basées sur des logiciels publics ;","l) укреплять механизмы, содействующие расширению обмена передовым опытом неистощительного ведения лесного хозяйства между странами и его использования, в том числе путем применения информационно-коммуникационных технологий на базе свободно распространяемого программного обеспечения;","l) укрепление механизмов, которые улучшают обмен между странами и использование лучших практик устойчивого ведения лесного хозяйства, в частности, посредством информационно-коммуникационных технологий на основе общедоступного программного обеспечения;",['gestion durable des forêts'],['неистощительное ведение лесного хозяйства'],0.7400094866752625,70.0
"m) Renforcer, conformément aux conditions qui leur sont propres, les capacités nationales et locales de mise au point et d'adaptation de technologies forestières, y compris les techniques d'utilisation du bois de feu ;","m) наращивать национальный и местный потенциал в плане разработки и адаптации - с учетом существующих условий - технологий, связанных с лесным хозяйством, включая технологии использования древесного топлива;","m) укрепление, в соответствии с их особыми условиями, национальных и местных возможностей по разработке и адаптации лесных технологий, включая технологии использования древесины для отопления;",[],[],0.7328516244888306,81.48148148148148
"n) Promouvoir la coopération technique et scientifique internationale, notamment la coopération Sud-Sud et la coopération triangulaire dans le domaine de la gestion durable des forêts, par le biais d'institutions et processus internationaux, régionaux et nationaux appropriés ;","n) содействовать расширению международного научно-технического сотрудничества, в том числе сотрудничества по линии Юг-Юг и трехстороннего сотрудничества, в области неистощительного ведения лесного хозяйства через посредство соответствующих международных, региональных и национальных учреждений и процессов;","n) содействие международному техническому и научному сотрудничеству, в частности, сотрудничеству Юг-Юг и трехстороннему сотрудничеству в области устойчивого управления лесами, посредством соответствующих международных, региональных и национальных институтов и процессов;",['gestion durable des forêts'],['неистощительное ведение лесного хозяйства'],0.7049097418785095,62.5
"o) Renforcer les moyens de recherche et les capacités scientifiques des pays en développement et des pays en transition dans le domaine des forêts, en particulier la capacité des organismes de recherche de produire des données et informations forestières et d'avoir accès à de telles données et informations, promouvoir et appuyer les recherches intégrées et interdisciplinaires sur les questions relatives aux forêts et diffuser les résultats de ces recherches ;","o) наращивать связанный с лесами научно-исследовательский и научный потенциал развивающихся стран и стран с переходной экономикой, особенно потенциал научно-исследовательских организаций в области сбора данных и информации, связанных с лесным хозяйством, и обеспечения доступа к ним, и содействовать развитию комплексных и междисциплинарных научных исследований по вопросам, связанным с лесами, поддерживать такие научные исследования и распространять их результаты;","o) укрепление научно-исследовательских средств и научных возможностей развивающихся стран и стран с переходной экономикой в области лесного хозяйства, в частности, способности исследовательских учреждений производить лесные данные и информацию и получать доступ к таким данным и информации, а также содействие и поддержка комплексных и междисциплинарных исследований по вопросам, касающимся лесов, и распространение результатов этих исследований;",[],[],0.7639057040214539,75.0
"p) Renforcer la recherche-développement concernant les forêts dans toutes les régions, en particulier dans les pays en développement et dans les pays en transition, par l'intermédiaire d'organisations, d'institutions et de centres d'excellence pertinents ainsi que de réseaux mondiaux, régionaux et sous-régionaux ;","p) укреплять научные исследования и разработки в области лесного хозяйства во всех регионах, особенно в развивающихся странах и странах с переходной экономикой, через посредство соответствующих организаций, учреждений и центров обмена передовым опытом, а также через глобальные, региональные и субрегиональные сети;","p) укрепление научно-исследовательской работы в области лесного хозяйства во всех регионах, особенно в развивающихся странах и странах с переходной экономикой, посредством соответствующих организаций, учреждений и центров передового опыта, а также посредством глобальных, региональных и субрегиональных сетей;",[],[],0.8884013295173645,37.5
q) Renforcer la coopération et les partenariats aux niveaux régional et sous-régional pour promouvoir la gestion durable des forêts ;,q) укреплять сотрудничество и партнерские связи на региональном и субрегиональном уровнях в целях содействия развитию неистощительного ведения лесного хозяйства;,q) укреплять сотрудничество и партнерские отношения на региональном и субрегиональном уровнях в целях содействия устойчивому управлению лесами;,['gestion durable des forêts'],['неистощительное ведение лесного хозяйства'],0.9452393651008606,31.57894736842105
"r) Veiller, en leur qualité de membres des organes directeurs des organisations affiliées au Partenariat de collaboration sur les forêts, à ce que les priorités et programmes forestiers des membres du Partenariat soient intégrés et complémentaires, conformément à leurs mandats, en tenant compte des recommandations pratiques pertinentes du Forum des Nations Unies sur les forêts ;","r) в качестве членов руководящих органов организаций, участвующих в Совместном партнерстве по лесам, способствовать обеспечению того, чтобы связанные с лесами приоритетные задачи и программы членов Партнерства носили комплексный и взаимодополняющий характер в соответствии с мандатами этих органов с учетом соответствующих стратегических рекомендаций Форума Организации Объединенных Наций по лесам;","r) в качестве членов руководящих органов организаций, являющихся членами Партнерства по сотрудничеству в области лесного хозяйства, следить за тем, чтобы приоритеты и программы лесного хозяйства членов Партнерства были интегрированы и взаимодополняющими, в соответствии с их мандатами, с учетом соответствующих практических рекомендаций Форума Организации Объединенных Наций по вопросам лесного хозяйства;",['Tenant compte '],['принимая во внимание'],0.6676669716835022,56.25
s) Appuyer les efforts du Partenariat de collaboration sur les forêts pour élaborer et mettre en œuvre des initiatives communes.,"s) поддерживать усилия Совместного партнерства по лесам, направленные на разработку и осуществление совместных инициатив.",s) поддерживать усилия Партнерства по сотрудничеству в области лесов по разработке и осуществлению совместных инициатив.,[],[],0.918763279914856,57.14285714285714
"VII. Suivi, évaluation et établissement des rapports","VII. Контроль, оценка и отчетность","VII. Контроль, оценка и отчетность","['Suivi, évaluation et établissement des rapports']","['Контроль, оценка и отчетность']",1.2978414297103882,0.0
8. Les États Membres devraient suivre et évaluer les progrès accomplis en vue de la réalisation de l'objet du présent instrument.,8. Государствам-членам надлежит осуществлять контроль и оценку прогресса в деле обеспечения выполнения настоящим документом своего предназначения.,"8. Государства-члены должны отслеживать и оценивать прогресс, достигнутый в деле достижения цели настоящего документа.","['Objet', 'présent instrument', 'États Membres']","['Предназначение', 'настоящего документа', 'государства-члены']",0.7644616961479187,81.25
"9. Les États Membres devraient présenter, à titre volontaire, et compte tenu des ressources disponibles et des rapports à établir à l'intention d'autres organes ou instruments, des rapports sur les progrès qu'ils accomplissent en tant que partie intégrante de leurs rapports périodiques à l'intention du Forum.",9. Государствам-членам надлежит представлять на добровольной основе с учетом имеющихся ресурсов и требований и условий подготовки докладов для других органов или механизмов национальные доклады о прогрессе в качестве составного элемента их регулярной отчетности в рамках Форума.,"9. Государства-члены должны представлять добровольно, с учетом имеющихся ресурсов и докладов, подготавливаемых для других органов или инструментов, доклады о прогрессе, которого они достигли в качестве составной части их периодических докладов для Форума.",['États Membres'],['государства-члены'],0.5658153295516968,58.333333333333336
VIII. Modalités de travail,VIII. Методы работы,VIII. Методы работы,['Modalités de travail'],['Методы работы'],1.31793212890625,0.0
"10. Le Forum devrait examiner, dans le contexte de son programme de travail pluriannuel, la mise en œuvre du présent instrument.",10. Форуму следует уделять внимание осуществлению настоящего документа в контексте своей многолетней программы работы.,10. Форум должен рассмотреть в контексте своей многолетней программы работы осуществление настоящего документа.,['présent instrument'],['настоящего документа'],0.8696946501731873,71.42857142857143
RÉSOLUTION 62/99,РЕЗОЛЮЦИЯ 62/99,Французский: РЕЗОЛЮЦИЯ 62/99,['RÉSOLUTION'],['РЕЗОЛЮЦИЯ'],0.5801928043365479,50.0
"Adoptée à la 75e séance plénière, le 17 décembre 2007, sans avoir été mise aux voix, sur recommandation de la Commission (A/62/401, par. 10)Le projet de résolution recommandé dans le rapport de la Commission avait pour auteurs les pays suivants : Afghanistan, Albanie, Allemagne, Andorre, Angola, Arménie, Australie, Autriche, Belgique, Bosnie-Herzégovine, Bulgarie, Canada, Chypre, Colombie, Costa Rica, Croatie, Danemark, Équateur, Espagne, Estonie, ex-République yougoslave de Macédoine, Finlande, France, Grèce, Hongrie, Irlande, Italie, Japon, Jordanie, Lesotho, Lettonie, Libéria, Liechtenstein, Lituanie, Luxembourg, Mali, Malte, Mexique, Moldova, Monaco, Monténégro, Mozambique, Norvège, Nouvelle-Zélande, Pays-Bas, Pérou, Philippines, Pologne, Portugal, République tchèque, Roumanie, Royaume-Uni de Grande-Bretagne et d'Irlande du Nord, Saint-Marin, Samoa, Serbie, Slovaquie, Slovénie, Suède, Suisse, Thaïlande et Ukraine.","Принята без голосования на 75-м пленарном заседании 17 декабря 2007 года по рекомендации Комитета (A/62/401, пункт 10)Проект резолюции, рекомендованный в докладе, на рассмотрение в Комитете внесли: Австралия, Австрия, Албания, Ангола, Андорра, Армения, Афганистан, Бельгия, Болгария, Босния и Герцеговина, бывшая югославская Республика Македония, Венгрия, Германия, Греция, Дания, Иордания, Ирландия, Испания, Италия, Канада, Кипр, Колумбия, Коста-Рика, Латвия, Лесото, Либерия, Литва, Лихтенштейн, Люксембург, Мали, Мальта, Мексика, Мозамбик, Молдова, Монако, Нидерланды, Новая Зеландия, Норвегия, Перу, Польша, Португалия, Румыния, Самоа, Сан-Марино, Сербия, Словакия, Словения, Соединенное Королевство Великобритании и Северной Ирландии, Таиланд, Украина, Филиппины, Финляндия, Франция, Хорватия, Черногория, Чешская Республика, Швейцария, Швеция, Эквадор, Эстония и Япония.","Принята на 75-й пленарной сессии 17 декабря 2007 года без голосования по рекомендации Комиссии (A/62/401, параграф 10)Авторами рекомендованного в докладе Комиссии проекта резолюции были следующие страны: Афганистан, Албания, Австрия, Австралия, Андорра, Ангола, Армения, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина, Аргентина","['sans avoir été mise aux voix', 'RÉSOLUTION', 'séance plénière']","['без голосования', 'РЕЗОЛЮЦИЯ', 'пленарное заседание']",-1.6044127941131592,306.0
62/99. Assistance à la lutte antiminesVoir les résolutions antérieures de l'Assemblée générale sur l'assistance au déminage et à la lutte antimines.,"62/99. Помощь в деятельности, связанной с разминированиемВ соответствии с предыдущими резолюциями Генеральной Ассамблеи о помощи в разминировании и помощи в деятельности, связанной с разминированием.","62/99. Помощь в деятельности, связанной с разминированием.См. предыдущие резолюции Генеральной Ассамблеи о помощи в деле разминирования и борьбы с противопехотными минами.","['RÉSOLUTION', 'Assistance à la lutte antimines ', 'Assemblée générale']","['РЕЗОЛЮЦИЯ', 'Помощь в деятельности, связанной с разминированием', 'Генеральная Ассамблея']",0.7623931765556335,54.166666666666664
"L'Assemblée générale,","Генеральная Ассамблея,","Генеральная Ассамблея,",['Assemblée générale'],['Генеральная Ассамблея'],1.3165725469589233,0.0
"Rappelant sa résolution 60/97 du 8 décembre 2005 et toutes ses résolutions antérieures relatives à l'assistance au déminage et à la lutte antimines, toutes adoptées sans avoir été mises aux voix,","ссылаясь на свою резолюцию 60/97 от 8 декабря 2005 года и все свои предыдущие резолюции о помощи в разминировании и помощи в деятельности, связанной с разминированием, которые были приняты без голосования,","Напоминая о своей резолюции 60/97 от 8 декабря 2005 года и всей предыдущей резолюции, касающейся помощи в разминировании и борьбе с противопехотными минами, все принятые без голосования,","['sans avoir été mise aux voix', 'RÉSOLUTION']","['без голосования', 'РЕЗОЛЮЦИЯ']",0.6494281888008118,54.83870967741935
"Rappelant également tous les traités et conventions pertinentsÀ savoir, la Convention sur l'interdiction de l'emploi, du stockage, de la production et du transfert des mines antipersonnel et sur leur destruction, 1997 ; le Protocole sur l'interdiction ou la limitation de l'emploi de mines, pièges et autres dispositifs, tel que modifié en 1996 (Protocole II à la Convention de 1980 sur l'interdiction ou la limitation de l'emploi de certaines armes classiques qui peuvent être considérées comme produisant des effets traumatiques excessifs ou comme frappant sans discrimination) ; le Protocole relatif aux restes explosifs de guerre, 2003 (Protocole V à la Convention de 1980) ; le Protocole additionnel aux Conventions de Genève du 12 août 1949 relatif à la protection des victimes des conflits armés internationaux (Protocole I), 1977 ; et la Convention de 2006 relative aux droits des personnes handicapées (qui n'est pas encore entrée en vigueur). et leur processus d'examen,","ссылаясь также на все соответствующие договоры и конвенцииК их числу относятся: Конвенция о запрещении применения, накопления запасов, производства и передачи противопехотных мин и об их уничтожении 1997 года; Протокол о запрещении или ограничении применения мин, мин-ловушек и других устройств с поправками, внесенными в 1996 году (Протокол II к Конвенции 1980 года о запрещении или ограничении применения конкретных видов обычного оружия, которые могут считаться наносящими чрезмерные повреждения или имеющими неизбирательное действие); Протокол по взрывоопасным пережиткам войны 2003 года (Протокол V к Конвенции 1980 года); Дополнительный протокол к Женевским конвенциям от 12 августа 1949 года, касающийся защиты жертв международных вооруженных конфликтов (Протокол I), 1977 года; и Конвенция о правах инвалидов 2006 года (еще не вступившая в силу). и процессы рассмотрения их действия,","Вновь напоминая о всех соответствующих договорах и конвенциях, а именно Конвенцию о запрещении применения, накопления запасов, производства и передачи противопехотных мин и об их уничтожении 1997 года; Протокол о запрещении или ограничении применения мин, мин-ловушек и других устройств с поправками, внесенными в 1996 году (Протокол II к Конвенции 1980 года о запрещении или ограничении применения конкретных видов обычного оружия, которые могут считаться наносящими чрезмерные повреждения или имеющими неизбирательное действие); Протокол по взрывоопасным пережиткам войны 2003 года (Протокол V к Конвенции 1980 года); Дополнительный протокол к Женевским конвенциям от 12 августа 1949 года, касающийся защиты жертв международных вооруженных конфликтов (Протокол I), 1977 года; и Конвенция о правах инвалидов 2006 года (которая еще не вступила в силу), а также их процесс рассмотрения,","[""le Protocole sur l'interdiction ou la limitation de l'emploi de mines, pièges et autres dispositifs, tel que modifié en 1996 (Protocole II à la Convention de 1980 sur l'interdiction ou la limitation de l'emploi de certaines armes classiques qui peuvent être considérées comme produisant des effets traumatiques excessifs ou comme frappant sans discrimination)"", 'le Protocole additionnel aux Conventions de Genève du 12 août 1949 relatif à la protection des victimes des conflits armés internationaux (Protocole I), 1977 ', ""la Convention sur l'interdiction de l'emploi, du stockage, de la production et du transfert des mines antipersonnel et sur leur destruction, 1997"", 'la Convention de 2006 relative aux droits des personnes handicapées', 'le Protocole relatif aux restes explosifs de guerre, 2003 (Protocole V à la Convention de 1980)']","['Протокол о запрещении или ограничении применения мин, мин-ловушек и других устройств с поправками, внесенными в 1996 году (Протокол II к Конвенции 1980 года о запрещении или ограничении применения конкретных видов обычного оружия, которые могут считаться наносящими чрезмерные повреждения или имеющими неизбирательное действие)', 'Дополнительный протокол к Женевским конвенциям от 12 августа 1949 года, касающийся защиты жертв международных вооруженных конфликтов (Протокол I), 1977 года', 'Конвенция о запрещении применения, накопления запасов, производства и передачи противопехотных мин и об их уничтожении 1997 года', 'Конвенция о правах инвалидов 2006 года', 'Протокол по взрывоопасным пережиткам войны 2003 года (Протокол V к Конвенции 1980 года)']",0.9794545769691467,16.666666666666664
"Tenant à marquer le dixième anniversaire de la création, au sein du Département des opérations de maintien de la paix du Secrétariat, du Service de la lutte antimines de l'Organisation des Nations Unies chargé, en tant qu'élément central du système des Nations Unies pour l'action antimines, de collaborer avec les organismes, fonds et programmes des Nations Unies et d'en coordonner toutes les activités concernant les minesVoir résolution 53/26, par. 9.,","особо отмечая десятую годовщину создания в Департаменте операций по поддержанию мира Секретариата Службы Организации Объединенных Наций по вопросам деятельности, связанной с разминированием, ее назначение координатором деятельности, связанной с разминированием в рамках системы Организации Объединенных Наций и осуществляемое ею сотрудничество с учреждениями, фондами и программами Организации Объединенных Наций и ее координацию всех их мероприятий, связанных с разминированиемСм. резолюцию 53/26, пункт 9.,","Французский: Желая отметить десятую годовщину создания в рамках Департамента операций по поддержанию мира Секретариата Управления по борьбе с противопехотными минами Организации Объединенных Наций, которое, как центральный элемент системы Организации Объединенных Наций по противопехотной мине, сотрудничает с учреждениями, фондами и программами Организации Объединенных Наций и координирует все их действия в области противопехотных мин (см. резолюцию 53/26, пункт 9),","['RÉSOLUTION', 'Organisation des Nations Unies', 'Secrétariat']","['РЕЗОЛЮЦИЯ', 'Организация Объединенных Наций', 'Секретариат']",0.20629210770130157,55.00000000000001
"Notant avec satisfaction que la Journée internationale de la sensibilisation au problème des mines et de l'assistance à la lutte antimines a été célébrée dans le monde entier,","с удовлетворением отмечая масштабы проведения во всех регионах мира Международного дня просвещения по вопросам минной опасности и помощи в деятельности, связанной с разминированием,","С удовлетворением отмечая, что Международный день просвещения о проблеме мин и оказания помощи в деятельности, связанной с разминированием, был отмечен во всем мире,",['Assistance à la lutte antimines '],"['Помощь в деятельности, связанной с разминированием']",0.8495597243309021,78.26086956521739
"Constatant une fois de plus avec une profonde inquiétude l'immensité des problèmes d'ordre humanitaire et de développement dus à la présence de mines et de restes explosifs de guerreTels que définis dans le Protocole V à la Convention sur l'interdiction ou la limitation de l'emploi de certaines armes classiques qui peuvent être considérées comme produisant des effets traumatiques excessifs ou comme frappant sans discrimination., qui ont des répercussions socioéconomiques graves et durables sur les populations des pays touchés par les mines et les restes explosifs de guerre,","вновь подтверждая свою глубокую озабоченность огромными гуманитарными проблемами и проблемами в области развития, вызванными наличием мин и взрывоопасных пережитков войныКак они определены в Протоколе V к Конвенции о запрещении или ограничении применения конкретных видов обычного оружия, которые могут считаться наносящими чрезмерные повреждения или имеющими неизбирательное действие., которые имеют серьезные и длительные социально-экономические последствия для населения стран, где существует проблема мин и взрывоопасных пережитков войны,","В очередной раз глубоко обеспокоены масштабом гуманитарных и развивающихся проблем, связанных с присутствием мин и остатков войны, как определено в Протоколе V к Конвенции о запрещении или ограничении применения некоторых видов обычных вооружений, которые могут считаться чрезмерно травмирующими или наносящими ущерб без дискриминации, которые имеют серьезные и устойчивые социально-экономические последствия для населения стран, затронутых минами и остатками войны,",[],[],0.7502438426017761,54.6875
"Considérant la grave menace que les mines et les restes explosifs de guerre font peser sur la sécurité, la santé et la vie des populations civiles locales ainsi que des membres du personnel participant aux programmes et opérations de secours humanitaire, de maintien de la paix et de relèvement,","памятуя о серьезной угрозе, которую представляют собой мины и взрывоопасные пережитки войны для безопасности, здоровья и жизни местного гражданского населения, а также персонала, принимающего участие в программах и операциях по предоставлению гуманитарной помощи, поддержанию мира и восстановлению,","принимая во внимание серьезную угрозу, которую мины и остатки боеприпасов представляют для безопасности, здоровья и жизни местного гражданского населения, а также сотрудников, участвующих в программах и операциях по оказанию гуманитарной помощи, поддержанию мира и восстановлению,",[],[],0.9273686408996582,37.83783783783784
"Profondément alarmée par le nombre de mines qui continuent d'être posées chaque année, s'ajoutant au nombre, décroissant mais encore très important, de mines et de restes explosifs de guerre provenant de conflits armés et de zones minées, et convaincue par conséquent que la communauté internationale doit intensifier d'urgence les activités de déminage en vue d'éliminer dès que possible le danger que les mines terrestres et les restes explosifs de guerre présentent pour les civils,","будучи глубоко встревожена количеством мин, ежегодная установка которых продолжается, а также наличием уменьшающегося, но все еще остающегося очень большим числа мин и взрывоопасных пережитков войны и затронутой этой проблемой в результате вооруженных конфликтов территории, площадь которой исчисляется многими квадратными километрами, и поэтому будучи по-прежнему убеждена в необходимости и безотлагательности активизации усилий международного сообщества в рамках деятельности, связанной с разминированием, в целях скорейшего устранения угрозы, которую создают наземные мины и взрывоопасные пережитки войны для гражданского населения,","Глубоко встревоженная тем, что ежегодно продолжает увеличиваться количество мин, добавляющееся к уменьшающемуся, но все еще очень значительному количеству мин и остатков боеприпасов времен военных конфликтов и минных полей, и, следовательно, убеждена, что международное сообщество должно срочно активизировать деятельность по разминированию с целью как можно скорее устранить угрозу, которую представляют для гражданских лиц наземные мины и остатки боеприпасов времен военных конфликтов,",[],[],0.5939898490905762,84.0
"Considérant que, outre les États auxquels il appartient au premier chef d'agir, l'Organisation des Nations Unies a un rôle non négligeable à jouer en matière d'assistance à la lutte antimines, et que cette lutte est un élément important et intégré des activités que mène l'Organisation dans le domaine humanitaire et dans celui du développement, et notant que la lutte antimines fait désormais partie de maintes opérations de maintien de la paix,","признавая, что в дополнение к основной роли государств Организация Объединенных Наций призвана играть значительную роль в области оказания помощи в деятельности, связанной с разминированием, и рассматривая деятельность, связанную с разминированием, как важный и составной компонент гуманитарной деятельности и деятельности в области развития Организации Объединенных Наций, а также отмечая проведение работ, связанных с разминированием, в рамках многих миротворческих операций Организации Объединенных Наций,","Считая, что помимо государств, которым в первую очередь принадлежит право действовать, Организация Объединенных Наций имеет немаловажную роль в оказании помощи в борьбе с противопехотными минами и что эта борьба является важным и интегрированным элементом деятельности Организации в области гуманитарной помощи и развития, и отмечая, что борьба с противопехотными минами теперь является частью многих операций по поддержанию мира,","['Assistance à la lutte antimines ', 'Organisation des Nations Unies']","['Помощь в деятельности, связанной с разминированием', 'Организация Объединенных Наций']",0.516411542892456,78.68852459016394
